05/25/24 19:31:33: Actions.txt not found. Starting with an empty actions map.
05/25/24 19:31:47: Commands: disable_heartbeat, show_wpm, goto_planet(, save_game, 
05/25/24 19:31:47: list_actions, jump_planet(, save_macros, toggle_input_display, 
05/25/24 19:32:33: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:34: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:35: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 29
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4130
05/25/24 19:32:36: Gamepad button pressed: 4130
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 30
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:36: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 28
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 29
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 30
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 34
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4105
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 35
05/25/24 19:32:37: Gamepad button pressed: 4106
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:37: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 33
05/25/24 19:32:38: Gamepad button pressed: 4121
05/25/24 19:32:38: Gamepad button pressed: 4121
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 32
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 33
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 30
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:38: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:39: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 28
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 31
05/25/24 19:32:40: Gamepad button pressed: 30
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 32
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:40: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 29
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 32
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 31
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 33
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 30
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:41: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 37
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
05/25/24 19:32:42: Gamepad button pressed: 4120
